ID,price
845,2428413.4915866572
1924,1022473.0765415104
10718,1281242.8524243778
12076,5869923.577463609
12254,1927626.5408424067
9950,2968790.226000177
1548,2534998.4715425572
526,1213051.921678435
6776,999937.6939282115
1851,1430180.9627585234
9188,1833769.4560488057
3382,3160682.710265424
242,2563533.153101714
6439,2454989.614836195
1561,2568408.885610056
5339,2378549.994310056
7387,2292057.101295563
11576,1829065.4255731879
5984,4756651.598835975
4486,1732721.4084147015
2205,888378.843917768
3468,1287028.3728513257
4226,2358229.990982869
2088,2267092.5209382097
2118,2926455.449344341
8036,1612659.413876201
23,1120313.1909350478
1898,1999265.467170623
6976,1445112.3179380847
1465,3262483.522491822
2040,1399154.1457086268
482,1230023.287889056
5122,1847736.8870190347
3447,1239137.854106331
12877,2411149.703670964
3780,1361873.7564990981
1285,1821934.134761051
9200,2021850.4212833655
921,3038027.6893047094
3060,2557853.129216968
1082,984281.8975247487
71,1645792.834438976
4464,1682011.4360437493
4576,3583165.7024169117
897,3157939.158042893
1756,971290.2511725547
8745,2469422.7387348153
806,1458687.4517277628
803,1432287.1222671946
7613,1513999.2397229434
243,1292098.322588928
8135,1319826.378060129
1527,2137349.9503535074
2825,1253823.8622659096
666,1093721.9205493745
12028,1527311.2744944561
2308,1827073.1597031935
11223,1978381.7810065402
1479,862166.3018341956
2057,2666281.154284939
2368,1163998.396389325
7638,2409308.669646507
432,2191812.239703696
9800,1413763.9155402305
2140,3389666.845959487
837,1961993.3900839372
3227,1980578.8954053433
12412,2190642.5217053625
10267,1330036.2501040513
3850,3841813.722973924
382,4358230.829379521
1280,2403811.288718332
2226,4538994.529014209
4166,3004535.7932439176
5208,2879871.236754364
4513,1574156.0847053984
10814,3035569.4303693296
3120,2838876.2842490934
7915,1958465.861399482
3513,2207243.4629629687
9041,1343303.734632566
561,1281314.5090604443
11041,2798930.7474866426
2920,2563986.172765471
2042,1092842.5477232551
10220,1842571.7167890691
11511,1764034.3914481618
8424,2983009.091022805
5801,2794577.40092662
10746,1237314.6305963858
11018,1150672.168908765
816,563544.881996575
10413,1645514.9835971205
4471,2862150.071862596
1928,1993840.3476144746
323,1706657.272491737
11548,2939074.92693019
12564,2549756.615489585
5817,3545607.051436432
1030,1041015.1291269984
3888,1963907.0395296928
2427,2053913.3704809917
5378,1736384.4012894258
3701,1615134.0983782553
4536,1550776.683236632
3799,2270355.481607657
9431,2333391.563407906
10878,1277621.4112738338
2028,843110.8803058486
5598,2114878.2365380838
5828,6786930.105983278
2842,2030231.689126315
279,2402838.271409577
4812,2092069.8439160832
11406,1825830.364976585
1086,1382901.0408746598
2696,1195190.8324279669
9220,1103317.0110065877
1496,1305025.0139766631
3737,1240187.4834781091
12211,3617079.1976623507
1556,1864742.7007974703
1066,1244789.0313579075
1836,1130751.9928844268
10913,1128686.5927366498
1868,2609617.2513760556
12610,3439615.7612089845
12146,1719970.9681144585
2087,1443698.9883012022
2916,2333521.984773528
10188,2607619.2343758265
3253,1491693.3458478604
9082,2291268.1237829155
12493,1318512.192168939
5898,3442273.217606061
8409,2106138.9449133878
5885,1994530.3734448962
1101,915977.0436633583
10071,2025861.7075929649
11403,4596050.9837667495
728,1280763.5406422955
11647,3940691.636346693
1931,1410465.751385624
232,5930630.0619743075
3988,1794903.2581809596
9416,1767878.3218956408
1866,1727945.9202414332
5685,2628003.850651148
2779,1929075.3074262817
3294,2931007.987984482
1471,2215821.1183885373
2960,1234170.4207030488
10447,1805874.5816921075
1220,4911516.3718527155
69,1574753.3167747546
2002,3997383.5247795032
2784,2199665.542585193
1911,2001349.6052110866
3023,1878244.595807644
3394,1657163.8639658198
5920,1341764.6712627644
688,1808649.8693732666
1511,1832007.5526978525
3572,3547153.308466141
12401,1317602.1056696428
10756,2404672.851499898
4007,1756529.8483338305
3230,1072596.8769887097
12240,2942103.3019209313
10539,1842202.6676397827
3226,3170444.8809851366
2280,1218412.4638659135
3650,2375010.649499058
8540,1399559.579320841
5847,1636502.5236887792
6694,3162137.062799138
1336,1160187.0287654432
2538,2125239.5206860374
7185,3206029.612670603
8314,2522317.7256813883
1204,764999.6201788008
2020,1160145.303560813
2468,1534345.1943204459
9909,2750403.9464232028
7935,1119752.914690862
1361,1799170.6374719904
6138,1534500.094157544
1914,3902209.8251078567
11090,1616562.397333278
9320,1548339.8426075273
172,1870253.2169292883
823,3510966.6993167945
1189,1283086.6012601494
3768,795755.3404564385
2993,1872091.7415802386
12873,1976025.0327021289
1146,840800.1595917123
19,1539856.1151722597
2113,2881334.282774751
5132,2570667.4357530605
11109,2204604.681072667
1562,989273.0071735766
337,1405523.1467099388
1981,4079060.732070498
546,1400425.588520037
7428,2067178.5101371673
230,961407.9393444175
412,2856824.9033933305
2205,957773.432516105
9114,2435745.5294478536
1803,2377048.0502555994
1571,3411889.777905098
12362,3914465.2364253337
8109,1830479.4734233918
3868,3216613.388175412
3013,2010394.262144814
1011,896073.0214697942
12983,3363404.3680176586
