ID,price
845,2199651.0513352472
1924,989949.112466978
10718,1236811.768915283
12076,6789583.231055638
12254,1930591.648335067
9950,3132900.5751217
1548,2488064.477450006
526,1108792.9047919365
6776,977977.8344032094
1851,1231854.666527372
9188,1958538.476994547
3382,3062010.712479423
242,2477444.614643478
6439,1872815.8179817835
1561,2537262.203164762
5339,2434739.5088409744
7387,2591385.0345395403
11576,1873592.8220389648
5984,4780494.313733768
4486,1765038.2650416929
2205,836400.2466706758
3468,1360976.2677915085
4226,2355317.6357968054
2088,2302197.4275973006
2118,2747293.028976628
8036,1594819.6887064711
23,1484787.2625026852
1898,1976084.1435178104
6976,2459929.0392922554
1465,3279094.517692261
2040,1393201.6853589562
482,1029846.2871657516
5122,2005788.071136837
3447,1150792.09108394
12877,2572939.4777109404
3780,1339253.855358993
1285,1599924.6694920403
9200,1989219.5144362904
921,2748479.2001431184
3060,2734656.250774876
1082,950675.9562255122
71,2388522.3712456026
4464,1822643.4606869936
4576,3619175.977365104
897,3043395.056917941
1756,984691.6595389654
8745,2460706.6219285843
806,1372206.5196919076
803,1329358.9099875065
7613,1556455.068121888
243,1224645.1086242583
8135,1251882.07266314
1527,2066049.551291704
2825,1315762.8867761623
666,1045289.454963374
12028,1527364.3744390542
2308,2084845.3518318967
11223,1439920.210890438
1479,908170.3179297328
2057,2229912.504694263
2368,1179726.129000666
7638,2591712.425176214
432,2131307.930486447
9800,1311922.9919986594
2140,3227826.1199224857
837,2144133.301926963
3227,2008851.1995778508
12412,2096955.720455778
10267,1358734.0701315647
3850,3346040.1156569407
382,3997757.07214107
1280,2267287.652617169
2226,4494879.279933548
4166,3157568.5323667917
5208,2946694.694447608
4513,1759924.0243142913
10814,3104805.402106418
3120,2734552.854893032
7915,1924506.124561167
3513,2300031.68816448
9041,1501549.069499956
561,1322966.72314196
11041,2780236.463705186
2920,2641093.613477632
2042,968350.3469619522
10220,1844470.3737536771
11511,1733261.3709775512
8424,3111306.401736044
5801,2949301.488418411
10746,1228923.3487267212
11018,1185966.8269093295
816,747146.9154710777
10413,1549570.6636523877
4471,2982741.2817774946
1928,2009715.659308228
323,1698024.6718961594
11548,2983445.1264199344
12564,2686349.320710539
5817,3393124.6504878625
1030,1118100.593932257
3888,1937209.3594171708
2427,1971348.2002991776
5378,1687558.1990306894
3701,1659107.1317434465
4536,1520704.891317207
3799,2627787.960523305
9431,2329382.657847089
10878,1227582.5463710362
2028,876788.5868247249
5598,2143582.820135706
5828,6374871.171784626
2842,1913446.5222474623
279,2226912.9809755045
4812,2097608.9392167274
11406,1929157.2873839503
1086,1479373.3154891438
2696,1075925.9760676743
9220,1082885.027424538
1496,1200857.7299505076
3737,1237559.8575349606
12211,3483686.380320863
1556,1915407.1747610816
1066,1287561.415140724
1836,1089880.533775865
10913,1382439.739330896
1868,1453702.9607764827
12610,3379618.2289844146
12146,1763420.8645571214
2087,1430303.1621330308
2916,2528167.7115323385
10188,2887506.446861622
3253,1466487.561843994
9082,2660236.745286322
12493,1271346.334719237
5898,3314811.7053952105
8409,2265695.477739876
5885,2115181.2234927374
1101,906632.920256043
10071,2173903.5117705003
11403,4715793.525754091
728,1152117.592531158
11647,3768593.307283678
1931,1932310.5557355
232,5289694.223026857
3988,1844556.6607136256
9416,1746091.0978933207
1866,1668861.2240021585
5685,2512897.5838080538
2779,2024106.719352369
3294,3059930.0610676035
1471,2214792.4317646096
2960,1304711.0887639965
10447,1863851.027293946
1220,4443102.610565411
69,1576000.7440080503
2002,4157660.1465108176
2784,2106341.9576049293
1911,1999268.537101596
3023,1384122.9210272827
3394,1647743.5249490533
5920,1282242.763545337
688,3439268.0140105747
1511,1973909.893264175
3572,3486396.7193889488
12401,1147266.5405322397
10756,2434386.800541492
4007,1719336.8653141542
3230,1306525.5498230674
12240,3074702.134396714
10539,1873551.3216381143
3226,3400337.4422690114
2280,1075969.267531138
3650,2504246.8308793674
8540,1314586.5989951885
5847,1544652.2241809317
6694,3292326.593102607
1336,1303424.6484444186
2538,2033909.2910061872
7185,3468120.8983002966
8314,2467123.843796382
1204,814247.4441074126
2020,1323088.445695557
2468,1519268.24605033
9909,2014522.8813616964
7935,1071829.2328727702
1361,1721805.0289897355
6138,1626924.1346514772
1914,3615038.754948714
11090,1753345.8139492737
9320,1425433.5218351404
172,1509354.0770080574
823,2543071.6416269275
1189,1164551.831789164
3768,811956.3376656726
2993,1836556.5617353264
12873,1416480.2580342412
1146,902885.836850111
19,1540647.8316475286
2113,2694819.593642156
5132,2438372.213562744
11109,2212499.542687313
1562,1047770.9678696528
337,1504201.603533504
1981,4588934.41137818
546,1361961.6475217307
7428,2067298.8886947213
230,945883.21551176
412,2928240.355990498
2205,931313.688430908
9114,2595067.705503019
1803,2350461.9632402486
1571,2531064.524550878
12362,3905190.936938434
8109,1765644.2190739
3868,3284331.556831257
3013,2186854.8254876127
1011,1036003.9468384376
12983,3217889.831123105
116,1704345.636979603
3245,1709066.8579663525
2253,4604056.075221001
10879,3098916.854862983
2246,1441579.2174937346
11494,3128940.9836547025
2259,3192933.159494018
2199,1642071.0917689377
1692,1420148.6410707645
5772,1767723.0596717873
10182,2168655.2599240667
5051,2761843.345890969
5033,5117814.218726701
11113,2316204.7607808537
51,1956566.32754505
5129,1184968.269619898
1550,1554620.1654211571
616,2848033.019301059
10151,2625944.835954365
6994,3535797.381659164
5738,2465811.2485565515
5729,5256432.499347355
1122,965335.0858208936
3406,1293584.4267924065
2196,1006616.1705034208
3768,2756692.84785205
4432,2060297.7947880272
2236,1204044.999495263
1743,2101604.1044186526
2046,2480098.2268520645
781,1071526.6050149845
1126,915160.1980129902
10472,2863514.047142586
3524,1821174.3977557009
6922,1815944.2826657568
6018,2327196.462467893
2973,2064442.244150516
8323,3773380.82678222
576,1372220.052708586
3118,1366158.5304130202
5737,2930322.4490166595
4642,4263651.795813539
8425,1354024.9223447323
2245,6132942.618208952
12248,1037183.7873177445
2533,995805.0893258984
3134,1468121.1602625025
5871,2343409.304839872
9331,2761692.408760093
959,1933943.214247228
2753,2454389.262235884
2887,2071999.400815104
11710,2276146.1742395875
5279,3593311.096121578
3249,1464720.615663211
9711,2451732.997332148
5061,2263210.5356001235
2493,2002362.7204366864
627,2209518.8786968607
2618,1015795.4819522277
4698,1264642.9579252992
1575,2038055.4777287
425,1061296.1389002572
944,1430167.3508990663
3508,1621289.2040559913
3674,1693670.212216969
3351,1023895.4905804012
1348,766281.3502414951
1421,981955.9719337332
9134,1141511.6383873916
6348,2528954.235887152
1277,2296510.7378354594
1152,1204926.4819776225
7783,2507334.9079360724
29,2676507.9703342854
11244,902508.7992855108
5924,5889738.052429301
3001,3950249.329715059
4587,1729711.2515978313
8303,3191613.435889594
2439,1571154.3012349205
3060,3142939.6393078016
8575,5563615.699014273
11031,1168948.812910942
2056,2671137.366725215
8657,1653497.7455421323
7669,2523509.843803252
371,1847293.3327573887
3985,1783049.7518605776
279,1477072.3605456376
2964,1612424.738276336
5411,1086716.8200425631
4555,2432007.983015504
3310,2828407.8670285307
2340,1090315.84176313
2139,1071824.6582446045
578,1623825.5816807072
2263,1076012.4694291232
11168,3351113.602192429
8198,1716288.0435342866
6174,2119223.695945448
7566,1182267.7650641664
5106,3104071.349345245
1977,1843425.9134026384
5663,2554089.521333123
1398,2159034.9385165125
2207,1195567.9956398692
1987,1044803.4199648612
70,2116551.104068516
12282,4212725.124797311
5913,5737179.691952465
6506,1454198.732445852
3957,2164032.6080795107
881,1014223.0520431435
1599,995050.6729093764
1989,4312127.75145241
1719,1188246.772921431
3669,1203687.0976610454
7029,2153514.658155853
3537,3135904.28331263
8590,2496466.316240948
2974,2111418.2131590457
431,4686283.402899552
12647,2819620.7710426166
2062,3123470.185716681
8040,1853314.2385647048
7744,2182511.7563883103
6155,2435746.217740097
98,1511098.509929816
3514,1475295.8126077834
776,1505900.3760425425
3678,812830.7491335898
2529,1088763.8365577897
1806,1957435.986165469
6359,1347180.62707811
200,946975.7658421942
1477,2419124.4384801844
1679,2749524.7285910086
2323,2370492.818531356
917,1216209.933511407
430,961985.1840806516
3723,1429656.035674537
6665,1383606.552992534
2719,1106144.033063501
10429,1070782.1995291878
428,1783913.154008767
3995,1623020.6579004077
393,937457.7744681118
2336,2161471.355041421
2107,1144724.6433321286
1242,970271.8061289436
7616,2486133.73081173
11586,2929743.9626580765
762,1016310.6520339138
1677,1491214.2781217142
9356,1535114.606833973
4810,2738087.52578933
1643,2335483.1768628354
1977,2167514.077073914
1102,1232902.0634955242
2231,3145978.2097358517
6369,1929099.3357741812
8299,4355178.261900667
9088,2576322.783288889
12140,1496134.5695117412
89,9831535.245054374
12948,3134779.3066407577
2387,2705630.463764226
9454,3249691.092660281
10957,2609763.2256915458
6075,1959217.3998121952
2665,1438849.303988395
6511,2938808.3961184234
3180,1482080.4448002924
4079,3113236.672107222
7372,3818502.3843016704
10509,1534108.405898761
3302,2673171.6567296386
10714,1754054.5655216002
1794,1397676.082860586
6467,1873450.6687782716
10015,2073926.149500914
12005,2256173.458332065
11832,1252907.5136441735
7524,2234192.114485962
680,2817518.1655977475
376,4429162.217097656
8563,2293660.258306221
2826,916488.900711962
11426,3485018.530683155
6426,2365926.068010222
649,5581433.000607618
2190,2108224.9520277763
11071,2622985.8309061523
738,945812.8086211496
3915,3548635.685407751
2056,1588117.2407371907
11297,2175939.91004931
2113,1920598.041887968
1235,1011021.3761375316
12351,2189205.7924965904
995,1158127.4242531525
857,1570555.3781836578
1559,1643606.557921328
7580,2528529.109113221
716,857552.0256988646
3161,2211460.6731908917
6287,2617139.1784442
3061,1579053.7523147552
2715,1803407.78082298
8652,2971313.3344118674
8978,1816712.803228994
11641,4434126.026636875
4811,2482198.5367887407
132,2123378.8053865936
3930,1892214.5594079213
12963,3652488.9832273168
3625,1043750.6077963288
2256,1371356.0972140187
11883,1879332.5032949955
1393,5156001.387970764
778,2659518.206253588
333,1047576.756736152
2259,1253053.53036548
4898,3699048.842994229
975,948850.931902494
2130,2770573.889733471
12336,2154505.041372733
12354,3875409.066464407
1707,1175978.5827407404
432,1946755.2408792255
1815,1709726.891195634
12357,2073888.376042703
11140,3305021.279826281
9197,1491942.25171735
10500,3096104.08916157
12701,2304087.6707523526
12111,2531930.899049896
11150,1818966.474616352
1933,2801775.804290898
4617,6213341.185733422
12312,3029556.4845313528
7129,2345653.482270709
5744,3312566.277335944
3903,3640051.5149613274
3017,3120782.5008116057
8723,4067462.635867137
3629,1814247.920547616
2638,1083615.7000844365
1632,1452197.7257957978
3922,1508580.4236196156
2216,1093040.4036371922
5267,4885418.622850254
11091,1445306.946793837
4964,3026739.0314248404
678,1227666.6110542775
4678,1267938.1414037223
9836,1817594.466696993
8905,3498047.0256035565
3150,1087578.3744468545
1805,2634256.282787678
11262,1900425.812580438
8024,3009557.912135263
12988,1628994.5558314065
1611,1453023.712146493
3466,1359080.383402522
2127,1312359.398829221
497,3262203.460181424
1647,985555.9978561212
2848,1072954.8505782683
293,1803863.1182010192
7256,2438495.4882022296
9063,1864552.7637445703
6441,2843734.2265196205
47,2830552.1370417485
5323,1255869.7344595443
6487,1805402.128272024
1948,2061455.0287985287
1659,2363620.2048445684
1213,1354077.948468189
11663,3597008.2996144597
3954,3158219.550180274
724,2189867.6978472755
1930,1548824.5932472055
7833,982433.9716179152
814,1827254.3256255384
12190,1780972.2536545722
4080,1848289.9014516051
11344,2523738.405130478
272,1280742.486624781
10180,1064893.96992473
6099,3295643.3552392446
5797,1894145.3979894836
7476,2207296.487112399
833,2084978.6839608236
5545,2275735.06606591
630,2095858.4813925435
1502,1373608.334086841
12148,1965283.2065785355
1605,1593854.3521716087
2365,1353866.3901068966
12494,1842967.6100608087
6244,2537346.0287979483
3130,1395743.37493194
1870,1649640.382691157
10144,1566280.6656214704
3752,1096949.3481072905
5798,3599678.5782666765
1765,1367384.8668905655
11929,4757864.880607942
3241,2343260.6875965134
8324,3180407.158959975
2688,1093236.1442306177
2912,2197668.512356313
6742,4638084.282932214
2694,2238809.4875592696
5237,1028324.2981667446
9138,2879630.1151212635
1773,1335487.3042750298
3607,1713729.418364258
3968,1922293.8841607112
1140,2333583.010743957
9624,1010479.6402990008
8311,2260392.7501080004
202,3980325.993803632
2982,922391.6956497636
180,2132170.1148572373
3157,1414694.2860311354
2959,2375142.9503015825
1436,1442803.2235724498
10813,3685310.335180782
7478,2115420.8087287475
10467,2764485.586100565
5901,3503588.1310341605
5981,1538057.3523923818
8065,3675269.60120004
190,1098248.7462993783
6240,2293921.435672368
1935,3399660.4842178505
2952,979678.5521638662
8170,2225569.0248510777
710,1553179.0016898871
667,1083976.3199057842
543,4150980.778468356
3688,1086346.413805165
3302,1880834.2068914152
664,1187117.6709244605
7706,2283097.749066915
2076,2662922.175825436
2500,4131060.831952858
2020,1629132.997650046
1913,1423199.618685617
3160,5395097.297777088
11817,1631788.826113423
5955,1854760.336345308
4195,1369406.417558736
939,2482540.0332908616
7386,1922240.5143048496
12448,1782570.8304140088
163,1460601.584342818
831,1610879.9315520346
1634,1788061.339854773
495,1156582.8295270277
